game_id,title,steam_link,keyword_evaluation_Autobiographisch,keyword_evaluation_Werke,keyword_evaluation_Figuren,keyword_evaluation_K_E_Total,embedding_evaluation_kafkaesque,embedding_evaluation_absurd,embedding_evaluation_surreal,embedding_evaluation_displaced,embedding_evaluation_isolated,embedding_evaluation_alienated,embedding_evaluation_bureaucratic,embedding_evaluation_civil service,embedding_evaluation_Embedding_Total,keyword_rescaled,embedding_rescaled,baseline_combined_rescaled,generative_evaluation_krauss_1_definition_x,generative_evaluation_krauss_2_kontrast_x,generative_evaluation_krauss_3_beispiel_rossmann_x,generative_evaluation_krauss_4_schluss_x,generative_evaluation_NLI_Total_x,generative_evaluation_krauss_1_definition_y,generative_evaluation_krauss_2_kontrast_y,generative_evaluation_krauss_3_beispiel_rossmann_y,generative_evaluation_krauss_4_schluss_y,generative_evaluation_NLI_Total_y
1410440,Sophstar,https://store.steampowered.com/app/1410440,0.0,0.0,0.0,0.0,17.43,0.0,2.83,1.96,1.29,4.03,3.66,2.13,4.17,41.97,24.33,33.15,,,,,,,,,,
1410620,Minimum Wage: Influence The Election,https://store.steampowered.com/app/1410620,0.0,0.0,0.0,0.0,16.83,4.96,2.05,0.92,1.83,6.11,12.58,10.83,7.01,41.97,52.89,47.43,,,,,,,,,,
1410640,Syberia: The World Before,https://store.steampowered.com/app/1410640,0.0,0.0,0.0,0.0,34.2,3.83,4.61,2.61,5.65,3.62,10.1,7.87,9.06,41.97,73.47,57.72,,,,,,,,,,
1410700,UpWakeNing,https://store.steampowered.com/app/1410700,0.0,0.0,0.0,0.0,25.1,0.0,4.55,0.45,2.63,3.29,3.42,0.0,4.93,41.97,31.0,36.48,,,,,,,,,,
1410710,Democracy 4,https://store.steampowered.com/app/1410710,0.0,9.94,0.0,2.69,24.31,0.25,3.46,1.84,8.7,5.42,16.95,32.14,11.63,96.59,89.57,93.08,,,,,,0.14,0.37,0.05,95.94,24.12
1411020,Perennial Order,https://store.steampowered.com/app/1411020,0.0,0.0,0.0,0.0,23.37,1.7,4.51,0.52,0.91,3.72,3.89,0.0,4.83,41.97,30.06,36.02,,,,,,,,,,
1411180,Touhou Block Fall ~ Yukari,https://store.steampowered.com/app/1411180,0.0,0.0,0.0,0.0,17.61,3.73,2.49,0.46,0.1,7.32,5.56,7.8,5.63,41.97,37.94,39.96,,,,,,,,,,
1411740,Urbek City Builder,https://store.steampowered.com/app/1411740,0.0,2.77,0.0,0.75,15.94,7.37,2.49,0.0,6.87,0.44,11.85,17.11,7.76,66.79,60.97,63.88,,,,,,,,,,
1412180,The Last Act,https://store.steampowered.com/app/1412180,0.0,0.0,0.0,0.0,29.7,0.95,4.95,0.62,0.0,6.74,5.18,2.9,6.38,41.97,45.97,43.97,,,,,,,,,,
1412680,THE ORIGIN: Blind Maid l DEFINITIVE EDITION,https://store.steampowered.com/app/1412680,0.0,0.0,0.0,0.0,33.73,9.9,4.36,2.28,7.13,6.43,13.43,15.34,11.57,41.97,89.32,65.64,,,,,,,,,,
1412780,Axis Football 2020,https://store.steampowered.com/app/1412780,0.0,0.0,0.0,0.0,5.58,0.0,1.52,0.3,0.0,2.96,6.25,0.27,2.11,41.97,11.49,26.73,,,,,,10.3,0.36,0.02,99.63,27.58
1412850,Spacelines from the Far Out,https://store.steampowered.com/app/1412850,0.0,0.0,0.0,0.0,9.23,0.13,2.27,0.49,5.34,6.02,7.66,3.61,4.34,41.97,25.73,33.85,,,,,,,,,,
1412960,Metroplex Zero: Sci-Fi Card Battler,https://store.steampowered.com/app/1412960,0.0,0.0,0.0,0.0,14.24,2.41,1.73,1.07,2.33,4.73,6.73,9.23,5.31,41.97,34.69,38.33,,,,,,,,,,
1413000,Jurisdiction,https://store.steampowered.com/app/1413000,0.0,0.0,0.0,0.0,22.7,4.76,2.86,1.27,3.87,7.32,18.03,21.46,10.28,41.97,82.57,62.27,,,,,,,,,,
1413370,Power to the People,https://store.steampowered.com/app/1413370,0.0,0.0,0.0,0.0,19.21,0.0,2.15,1.38,5.32,2.19,9.69,14.6,6.82,41.97,50.8,46.38,,,,,,,,,,
1414030,Valley of Shadow,https://store.steampowered.com/app/1414030,0.0,0.0,0.0,0.0,29.68,2.34,5.36,1.52,1.33,6.09,5.14,10.21,7.71,41.97,60.44,51.21,,,,,,,,,,
1414090,Buddi Bot:  Your Machine Learning AI Helper With Advanced Neural Networking!,https://store.steampowered.com/app/1414090,0.0,0.0,0.0,0.0,14.85,2.11,2.82,0.0,1.49,1.56,7.54,4.06,4.3,41.97,25.4,33.68,,,,,,,,,,
1414180,Motesolo : No Girlfriend Since Birth,https://store.steampowered.com/app/1414180,0.0,2.77,0.0,0.75,28.47,5.18,4.53,1.66,10.42,8.01,5.04,5.13,8.55,66.79,68.86,67.83,,,,,,,,,,
1414250,CORPSE FACTORY,https://store.steampowered.com/app/1414250,0.0,0.0,0.0,0.0,30.49,0.02,5.26,0.36,4.04,5.9,7.53,2.49,7.01,41.97,52.89,47.43,,,,,,,,,,
1414470,Yeomna : The Legend of Dongbaek,https://store.steampowered.com/app/1414470,0.0,0.0,0.0,0.0,21.75,0.0,4.46,1.25,0.0,5.91,6.98,7.44,5.97,41.97,41.53,41.75,,,,,,,,,,
1414530,Kavel,https://store.steampowered.com/app/1414530,0.0,0.0,0.0,0.0,15.27,0.0,3.0,0.0,1.35,4.62,2.76,0.0,3.38,41.97,18.5,30.24,,,,,,,,,,
1415020,Bloody Service,https://store.steampowered.com/app/1415020,0.0,0.0,0.0,0.0,25.43,0.07,3.28,0.95,0.0,8.15,4.19,0.0,5.26,41.97,34.19,38.08,,,,,,,,,,
1416960,Everafter Falls,https://store.steampowered.com/app/1416960,0.0,0.0,0.0,0.0,26.47,1.95,4.91,0.99,9.9,2.16,8.76,5.54,7.58,41.97,59.07,50.52,,,,,,,,,,
1417880,Winter Ember,https://store.steampowered.com/app/1417880,0.0,0.0,5.55,2.25,25.19,2.55,2.76,1.15,3.71,6.21,8.0,7.65,7.15,93.96,54.42,74.19,,,,,,,,,,
1418020,Tavern of Gods,https://store.steampowered.com/app/1418020,0.0,0.0,0.0,0.0,11.38,3.03,2.38,0.03,3.0,5.25,6.68,6.2,4.74,41.97,29.24,35.6,,,,,,,,,,
1418540,SEARCH PARTY: Director's Cut,https://store.steampowered.com/app/1418540,0.0,0.0,0.0,0.0,20.43,0.54,2.8,0.91,0.0,4.46,4.21,1.18,4.32,41.97,25.56,33.77,,,,,,,,,,
1419070,Mython Island,https://store.steampowered.com/app/1419070,0.0,0.0,0.0,0.0,16.16,3.39,3.33,2.42,3.64,3.39,0.04,0.94,4.16,41.97,24.25,33.11,,,,,,,,,,
1419350,Outbreak: Endless Nightmares,https://store.steampowered.com/app/1419350,0.0,0.0,0.0,0.0,37.03,3.13,4.92,2.98,4.59,5.65,6.85,2.64,8.47,41.97,68.1,55.04,,,,,,,,,,
1419510,ULTRA LMAD,https://store.steampowered.com/app/1419510,0.0,0.0,0.0,0.0,20.41,4.19,3.24,0.43,3.78,7.01,9.82,1.43,6.29,41.97,44.98,43.48,,,,,,,,,,
1419620,Saltsea Chronicles,https://store.steampowered.com/app/1419620,0.0,2.77,0.0,0.75,23.47,0.0,2.95,4.51,6.37,4.51,4.41,5.44,6.46,66.79,46.84,56.82,,,,,,,,,,
1421250,Tiny Bunny,https://store.steampowered.com/app/1421250,0.0,0.0,0.0,0.0,37.84,0.0,5.54,1.87,2.39,6.03,4.36,1.61,7.46,41.97,57.78,49.88,,,,,,,,,,
1422430,Next Space Rebels,https://store.steampowered.com/app/1422430,0.0,0.0,0.0,0.0,13.07,2.24,2.38,1.18,5.2,6.85,7.27,6.06,5.53,41.97,36.91,39.44,,,,,,,,,,
1422440,Cataclismo,https://store.steampowered.com/app/1422440,0.0,0.0,0.0,0.0,28.55,10.43,3.74,3.53,3.64,8.36,10.75,15.4,10.55,41.97,84.22,63.09,,,,,,,,,,
1422820,Hidden Shelter,https://store.steampowered.com/app/1422820,0.0,0.0,0.0,0.0,32.6,2.59,5.85,2.15,4.06,5.67,4.24,1.79,7.37,41.97,56.81,49.39,,,,,,,,,,
1423000,NeuroNet: Mendax Proxy,https://store.steampowered.com/app/1423000,0.0,0.0,0.0,0.0,31.63,8.83,4.31,1.79,5.08,8.86,19.12,19.16,12.35,41.97,92.18,67.07,,,,,,,,,,
1424290,MARS 2120,https://store.steampowered.com/app/1424290,0.0,0.0,0.0,0.0,18.0,0.96,2.41,0.98,0.06,5.36,4.05,3.45,4.41,41.97,26.32,34.15,,,,,,,,,,
1424600,Verne: The Shape of Fantasy,https://store.steampowered.com/app/1424600,0.0,0.0,0.0,0.0,26.75,9.46,3.59,2.44,1.9,4.0,4.97,5.76,7.36,41.97,56.7,49.34,,,,,,,,,,
1424790,Aery - Broken Memories,https://store.steampowered.com/app/1424790,0.0,0.0,0.0,0.0,23.74,0.55,6.68,2.26,7.08,6.36,0.53,2.66,6.23,41.97,44.33,43.15,,,,,,,,,,
1424980,The Solitaire Conspiracy,https://store.steampowered.com/app/1424980,0.0,0.0,0.0,0.0,17.31,1.85,1.51,1.2,1.81,4.9,10.22,8.42,5.9,41.97,40.78,41.37,,,,,,,,,,
1425130,Forgotten Hill First Steps,https://store.steampowered.com/app/1425130,0.0,0.0,0.0,0.0,25.95,0.0,3.96,1.26,0.0,2.64,4.77,3.79,5.3,41.97,34.59,38.28,,,,,,,,,,
1425180,Vessels of Decay,https://store.steampowered.com/app/1425180,0.0,0.0,0.0,0.0,26.63,5.99,3.35,2.66,1.31,4.25,4.07,6.33,6.82,41.97,50.8,46.38,,,,,,,,,,
1425370,Razenroth 2,https://store.steampowered.com/app/1425370,0.0,0.0,0.0,0.0,24.38,0.46,3.03,1.75,0.62,5.43,3.42,6.91,5.75,41.97,39.2,40.58,,,,,,,,,,
1425730,Gal*Gun Returns,https://store.steampowered.com/app/1425730,0.0,0.0,0.0,0.0,19.94,2.64,2.72,0.0,0.0,6.11,9.39,9.04,6.23,41.97,44.33,43.15,,,,,,,,,,
1426010,STASIS: BONE TOTEM,https://store.steampowered.com/app/1426010,0.0,0.0,0.0,0.0,21.39,4.14,3.46,1.76,1.37,2.87,1.73,0.0,4.59,41.97,27.89,34.93,,,,,,,,,,
1426210,It Takes Two,https://store.steampowered.com/app/1426210,0.0,0.0,0.0,0.0,20.41,0.0,4.43,0.76,3.28,7.29,1.99,3.21,5.17,41.97,33.3,37.64,,,,,,,,,,
1426500,Reboot,https://store.steampowered.com/app/1426500,0.0,0.0,0.0,0.0,33.12,0.86,4.98,2.79,4.4,5.88,7.46,5.31,8.1,41.97,64.47,53.22,,,,,,,,,,
1428520,Mech Engineer,https://store.steampowered.com/app/1428520,0.0,0.0,0.0,0.0,6.11,0.0,0.0,0.54,2.04,0.28,2.29,6.63,2.24,41.97,12.08,27.03,,,,,,0.92,0.39,0.3,96.45,24.52
1429850,Sumerian Six,https://store.steampowered.com/app/1429850,0.0,0.0,0.0,0.0,28.69,5.6,3.63,1.55,0.0,8.54,8.5,13.28,8.72,41.97,70.45,56.21,,,,,,,,,,
1429880,Little Sim World,https://store.steampowered.com/app/1429880,0.0,0.0,0.0,0.0,20.03,0.0,4.78,0.01,8.59,4.87,4.43,6.12,6.1,41.97,42.92,42.45,,,,,,,,,,
1429950,Apotheker,https://store.steampowered.com/app/1429950,0.0,0.0,0.0,0.0,20.81,7.91,2.53,0.0,0.0,3.68,9.14,4.96,6.13,41.97,43.25,42.61,,,,,,,,,,
1430220,BIOMORPH,https://store.steampowered.com/app/1430220,0.0,0.0,0.0,0.0,21.01,4.34,3.33,0.97,3.7,4.99,8.59,7.64,6.82,41.97,50.8,46.38,,,,,,,,,,
1430680,Clash: Artifacts of Chaos,https://store.steampowered.com/app/1430680,0.0,0.0,0.0,0.0,26.95,10.28,4.84,1.88,2.23,6.49,9.39,8.05,8.76,41.97,70.81,56.39,,,,,,,,,,
1430760,Aquarist,https://store.steampowered.com/app/1430760,0.0,13.86,0.0,3.75,20.2,1.98,3.93,0.0,4.11,3.7,7.82,2.04,5.47,99.18,36.3,67.74,,,,,,,,,,
1431610,Prison Simulator Prologue,https://store.steampowered.com/app/1431610,0.0,0.0,0.0,0.0,35.76,4.33,5.1,1.49,0.0,9.07,7.65,10.12,9.19,41.97,74.57,58.27,,,,,,,,,,
1431850,The Tartarus Key,https://store.steampowered.com/app/1431850,0.0,0.0,0.0,0.0,30.02,0.0,5.67,1.63,0.0,4.98,4.36,1.17,5.98,41.97,41.63,41.8,,,,,,,,,,
1432100,The Bookwalker: Thief of Tales,https://store.steampowered.com/app/1432100,0.0,0.0,0.0,0.0,27.25,12.2,3.72,1.81,3.66,5.16,6.61,5.84,8.28,41.97,66.26,54.11,,,,,,,,,,
1432850,Farewell North,https://store.steampowered.com/app/1432850,0.0,0.0,0.0,0.0,20.31,3.12,3.83,3.8,7.56,10.1,3.08,9.88,7.71,41.97,60.44,51.21,,,,,,,,,,
1432910,Godlike Burger,https://store.steampowered.com/app/1432910,0.0,0.0,0.0,0.0,15.87,6.38,1.37,0.0,1.71,3.9,7.5,7.85,5.57,41.97,37.32,39.65,,,,,,,,,,
1433010,Tennis Manager 2021,https://store.steampowered.com/app/1433010,0.0,0.0,0.0,0.0,6.33,0.0,0.8,0.3,5.41,4.46,11.07,7.35,4.46,41.97,26.75,34.36,,,,,,,,,,
1433340,Happy's Humble Burger Farm,https://store.steampowered.com/app/1433340,0.0,0.0,0.0,0.0,26.8,1.81,3.18,0.0,2.64,5.58,12.42,8.93,7.67,41.97,60.02,50.99,,,,,,,,,,
1433570,Car Detailing Simulator,https://store.steampowered.com/app/1433570,0.0,0.0,0.0,0.0,10.2,0.0,2.44,0.0,0.0,1.8,9.18,3.16,3.35,41.97,18.3,30.14,,,,,,,,,,
1433900,Narrow Escape,https://store.steampowered.com/app/1433900,0.0,0.0,0.0,0.0,23.66,0.0,2.46,2.77,5.49,6.22,4.84,4.41,6.23,41.97,44.33,43.15,,,,,,,,,,
1433990,NGU INDUSTRIES,https://store.steampowered.com/app/1433990,0.0,0.0,0.0,0.0,19.24,6.75,2.84,0.0,3.09,3.6,9.5,5.24,6.28,41.97,44.87,43.42,,,,,,,,,,
1434760,Heroine for Hire,https://store.steampowered.com/app/1434760,0.0,0.0,0.0,0.0,25.53,8.08,3.95,2.17,5.02,5.52,10.48,11.57,9.04,41.97,73.29,57.63,,,,,,,,,,
1434910,Last Visit,https://store.steampowered.com/app/1434910,0.0,0.0,0.0,0.0,37.89,4.51,5.94,2.35,9.63,6.93,8.76,9.11,10.64,41.97,84.74,63.35,,,,,,,,,,
1435780,Farm Frenzy: Refreshed,https://store.steampowered.com/app/1435780,0.0,0.0,0.0,0.0,16.61,1.14,2.36,0.0,2.84,4.71,8.35,2.73,4.84,41.97,30.16,36.06,,,,,,,,,,
1435790,Escape Simulator,https://store.steampowered.com/app/1435790,0.0,0.0,0.0,0.0,27.03,0.11,3.72,2.59,5.57,4.28,7.28,6.45,7.13,41.97,54.2,48.09,,,,,,,,,,
1436990,Feign,https://store.steampowered.com/app/1436990,0.0,0.0,0.0,0.0,21.59,16.99,3.83,1.26,9.28,15.32,5.17,10.94,10.55,41.97,84.22,63.09,,,,,,,,,,
1437340,My Name is Mayo 2,https://store.steampowered.com/app/1437340,0.0,0.0,0.0,0.0,12.61,3.87,2.93,0.22,0.0,0.0,2.32,0.0,2.74,41.97,14.62,28.3,,,,,,,,,,
1437500,Dread X Collection 3,https://store.steampowered.com/app/1437500,0.0,0.0,0.0,0.0,21.06,2.63,3.84,0.53,0.0,5.2,1.03,0.79,4.38,41.97,26.07,34.02,,,,,,,,,,
1438090,Hobo Cat Adventures,https://store.steampowered.com/app/1438090,0.0,0.0,0.0,0.0,15.39,5.94,3.08,0.01,0.0,4.72,6.4,3.31,4.86,41.97,30.34,36.16,,,,,,,,,,
1438480,Saviorless,https://store.steampowered.com/app/1438480,0.0,0.0,0.0,0.0,23.02,3.97,3.81,3.11,1.16,7.41,0.0,5.56,6.0,41.97,41.85,41.91,,,,,,,,,,
1439040,Squingle,https://store.steampowered.com/app/1439040,0.0,0.0,0.0,0.0,21.7,1.35,4.57,0.0,2.1,2.47,2.36,0.0,4.32,41.97,25.56,33.77,,,,,,,,,,
1441430,Wordeous,https://store.steampowered.com/app/1441430,0.0,0.0,0.0,0.0,19.03,10.85,2.37,0.46,8.4,10.3,7.35,6.69,8.18,41.97,65.27,53.62,,,,,,,,,,
1441570,Cubiscape 2,https://store.steampowered.com/app/1441570,0.0,0.0,0.0,0.0,18.18,2.81,3.4,1.23,3.58,5.61,7.62,2.83,5.66,41.97,38.25,40.11,,,,,,,,,,
1442160,ABYSS OF THE SACRIFICE,https://store.steampowered.com/app/1442160,0.0,0.0,0.0,0.0,26.54,0.0,3.04,3.11,2.97,4.32,4.11,9.44,6.69,41.97,49.37,45.67,,,,,,,,,,
1442430,Storage Hunter Simulator,https://store.steampowered.com/app/1442430,0.0,0.0,0.0,0.0,16.0,3.25,2.6,0.0,0.0,3.42,4.66,0.59,3.82,41.97,21.6,31.79,,,,,,,,,,
1442590,Letter Vetter,https://store.steampowered.com/app/1442590,0.0,0.0,0.0,0.0,22.31,7.25,3.72,1.98,6.16,7.87,16.72,13.69,9.96,41.97,80.45,61.21,,,,,,,,,,
1443620,Pirates VR: Jolly Roger,https://store.steampowered.com/app/1443620,0.0,2.77,0.0,0.75,18.64,5.44,3.78,1.17,0.0,4.36,0.73,3.17,4.66,66.79,28.51,47.65,,,,,,,,,,
1445040,Space Choice: Data Analyzer,https://store.steampowered.com/app/1445040,0.0,0.0,0.0,0.0,11.98,2.12,0.97,0.0,1.31,0.0,2.46,0.0,2.36,41.97,12.65,27.31,,,,,,0.07,0.23,0.03,90.16,22.62
1446090,PAGO FOREST: DRAGON'S REVENGE,https://store.steampowered.com/app/1446090,0.0,2.77,0.0,0.75,19.7,6.27,2.46,1.26,0.0,2.23,3.27,2.77,4.74,66.79,29.24,48.02,,,,,,,,,,
1446350,You Will Die Here Tonight,https://store.steampowered.com/app/1446350,0.0,0.0,0.0,0.0,33.37,3.83,4.71,2.1,1.14,8.89,4.99,5.49,8.06,41.97,64.06,53.02,,,,,,,,,,
1446650,BRAVELY DEFAULT II,https://store.steampowered.com/app/1446650,0.0,0.0,0.0,0.0,21.08,7.13,3.39,3.49,2.88,5.43,5.5,9.84,7.34,41.97,56.49,49.23,,,,,,,,,,
1449000,CALL OF LDPR,https://store.steampowered.com/app/1449000,0.0,0.0,0.0,0.0,32.17,6.09,4.55,1.56,7.64,8.28,12.73,14.85,10.98,41.97,86.57,64.27,,,,,,,,,,
1449070,Journey to the West,https://store.steampowered.com/app/1449070,0.0,2.77,0.0,0.75,15.48,4.29,2.9,2.15,0.0,3.77,3.1,7.62,4.91,66.79,30.81,48.8,,,,,,,,,,
1449230,Glitchhikers: The Spaces Between,https://store.steampowered.com/app/1449230,0.0,0.0,0.0,0.0,33.83,6.73,6.24,2.32,10.96,6.98,6.93,6.26,10.03,41.97,80.93,61.45,,,,,,,,,,
1449570,The Godkiller - Chapter 1,https://store.steampowered.com/app/1449570,0.0,2.77,0.0,0.75,24.48,1.91,3.72,0.43,0.0,4.7,4.25,4.88,5.55,66.79,37.12,51.96,,,,,,,,,,
1449670,Relics of the Lost Age,https://store.steampowered.com/app/1449670,0.0,0.0,0.0,0.0,28.65,10.19,3.66,2.5,3.86,7.94,7.78,9.69,9.28,41.97,75.31,58.64,,,,,,,,,,
1449690,The Walking Dead: The Telltale Definitive Series,https://store.steampowered.com/app/1449690,0.0,2.77,0.0,0.75,13.68,0.0,1.56,0.0,0.0,0.0,0.0,0.0,1.91,66.79,10.62,38.71,,,,,,,,,,
1450050,Rescue Team: Planet Savers,https://store.steampowered.com/app/1450050,0.0,0.0,0.0,0.0,20.34,0.0,1.64,3.93,2.92,3.44,6.79,11.96,6.38,41.97,45.97,43.97,,,,,,,,,,
1450180,Haunt Chaser,https://store.steampowered.com/app/1450180,0.0,0.0,0.0,0.0,26.05,0.0,4.7,1.48,0.32,10.03,5.11,5.16,6.61,41.97,48.49,45.23,,,,,,,,,,
1450250,Distant Bloom,https://store.steampowered.com/app/1450250,0.0,0.0,0.0,0.0,19.61,4.03,3.9,2.24,9.99,5.0,6.31,3.56,6.83,41.97,50.91,46.44,,,,,,,,,,
1450270,Kill Fish,https://store.steampowered.com/app/1450270,0.0,0.0,0.0,0.0,32.83,8.08,5.62,0.72,2.33,8.37,7.01,5.53,8.81,41.97,71.26,56.62,,,,,,,,,,
1450830,At Dead Of Night,https://store.steampowered.com/app/1450830,0.0,0.0,0.0,0.0,26.11,5.03,6.03,0.0,1.19,4.38,2.49,0.0,5.65,41.97,38.15,40.06,,,,,,,,,,
1451160,Bakumatsu Renka SHINSENGUMI,https://store.steampowered.com/app/1451160,0.0,0.0,0.0,0.0,19.25,6.35,2.88,3.14,2.42,6.78,5.28,8.45,6.82,41.97,50.8,46.38,,,,,,,,,,
1451230,Blood of Titans,https://store.steampowered.com/app/1451230,0.0,0.0,0.0,0.0,13.36,1.52,2.47,0.58,0.0,3.38,3.0,6.66,3.87,41.97,21.98,31.97,,,,,,,,,,
1451470,El Dorado: The Golden City Builder,https://store.steampowered.com/app/1451470,0.0,0.0,0.0,0.0,11.48,7.96,2.61,1.04,2.27,4.9,9.38,15.5,6.89,41.97,51.57,46.77,,,,,,,,,,
1451480,The Greatest Penguin Heist of All Time,https://store.steampowered.com/app/1451480,0.0,0.0,0.0,0.0,16.55,6.67,1.86,1.0,1.96,7.41,5.79,6.38,5.95,41.97,41.31,41.64,,,,,,,,,,
1451940,NEEDY STREAMER OVERLOAD,https://store.steampowered.com/app/1451940,0.0,0.0,0.0,0.0,17.0,0.0,2.51,1.25,6.47,8.55,6.84,0.4,5.38,41.97,35.39,38.68,,,,,,,,,,
1452020,Yuri Dating Agency,https://store.steampowered.com/app/1452020,0.0,0.0,0.0,0.0,14.55,0.0,2.18,0.0,2.95,2.58,1.09,0.93,3.04,41.97,16.35,29.16,,,,,,,,,,
1452130,My Jigsaw Adventures - Forgotten Destiny,https://store.steampowered.com/app/1452130,0.0,0.0,0.0,0.0,18.67,2.5,3.52,1.48,0.0,3.54,4.58,7.32,5.2,41.97,33.6,37.78,,,,,,,,,,
1452250,Underground Garage,https://store.steampowered.com/app/1452250,0.0,0.0,0.0,0.0,12.43,0.0,2.01,0.0,0.0,3.37,5.53,3.82,3.39,41.97,18.57,30.27,,,,,,,,,,
1452500,The Good Life,https://store.steampowered.com/app/1452500,0.0,0.0,0.0,0.0,27.19,0.79,5.5,1.58,6.91,5.79,8.57,2.15,7.31,41.97,56.16,49.07,,,,,,,,,,
1452910,Soul Shifter,https://store.steampowered.com/app/1452910,0.0,2.77,0.0,0.75,26.36,6.08,5.52,2.29,3.66,5.58,9.63,8.08,8.4,66.79,67.43,67.11,,,,,,,,,,
1453430,Behind the Horizon,https://store.steampowered.com/app/1453430,0.0,2.77,0.0,0.75,28.68,3.09,4.88,0.54,6.07,4.16,7.7,1.02,7.02,66.79,53.0,59.9,,,,,,,,,,
1453640,Valthirian Arc: Hero School Story 2,https://store.steampowered.com/app/1453640,0.0,0.0,0.0,0.0,16.12,1.42,2.36,1.16,2.41,5.32,8.3,12.35,6.18,41.97,43.79,42.88,,,,,,,,,,
1453850,Pro Cycling Manager 2021,https://store.steampowered.com/app/1453850,0.0,0.0,0.0,0.0,8.6,0.0,1.17,0.31,1.35,5.4,7.88,3.5,3.53,41.97,19.52,30.74,,,,,,,,,,
1453900,Curse of the Sea Rats,https://store.steampowered.com/app/1453900,0.0,0.0,0.0,0.0,21.65,4.66,3.17,2.62,0.0,6.6,0.7,3.73,5.39,41.97,35.49,38.73,,,,,,,,,,
1454000,Shattered Heaven,https://store.steampowered.com/app/1454000,0.0,0.0,0.0,0.0,22.22,7.3,3.74,1.22,0.55,7.94,3.25,5.34,6.44,41.97,46.62,44.3,,,,,,,,,,
1454010,Diary of Lucie,https://store.steampowered.com/app/1454010,0.0,0.0,0.0,0.0,30.02,6.77,4.69,1.3,1.89,3.81,4.79,0.0,6.66,41.97,49.04,45.5,,,,,,,,,,
1454050,Tour de France 2021,https://store.steampowered.com/app/1454050,0.0,0.0,0.0,0.0,5.19,0.0,0.44,1.15,1.36,4.33,2.32,0.68,1.93,41.97,10.71,26.34,,,,,,2.32,99.35,0.07,0.1,25.46
1454160,One More Island,https://store.steampowered.com/app/1454160,0.0,0.0,0.0,0.0,16.87,5.36,2.52,3.09,6.92,7.96,10.69,14.63,8.51,41.97,68.49,55.23,,,,,,,,,,
1454410,Dato of Srivijaya,https://store.steampowered.com/app/1454410,0.0,0.0,0.0,0.0,12.33,5.3,2.46,1.47,5.33,1.85,10.35,14.35,6.68,41.97,49.26,45.61,,,,,,,,,,
1454490,Riot Operator,https://store.steampowered.com/app/1454490,0.0,0.0,0.0,0.0,25.6,0.49,2.21,4.56,7.2,8.56,16.34,23.78,11.09,41.97,87.13,64.55,,,,,,,,,,
1454600,Doctor Bunny,https://store.steampowered.com/app/1454600,0.0,0.0,0.0,0.0,10.22,0.0,0.78,0.95,3.47,0.89,14.49,11.1,5.24,41.97,33.99,37.98,,,,,,,,,,
1454700,Cube Conflict,https://store.steampowered.com/app/1454700,0.0,0.0,0.0,0.0,18.17,4.14,2.46,1.75,4.85,7.77,4.53,13.11,7.1,41.97,53.88,47.92,,,,,,,,,,
1454960,Dark Sky,https://store.steampowered.com/app/1454960,0.0,0.0,0.0,0.0,19.18,3.62,2.96,2.63,2.48,7.96,6.45,12.23,7.19,41.97,54.86,48.41,,,,,,,,,,
1454970,New Tales from the Borderlands,https://store.steampowered.com/app/1454970,0.0,0.0,0.0,0.0,34.85,4.06,3.23,2.92,3.43,8.14,11.79,18.43,10.86,41.97,85.95,63.96,,,,,,,,,,
1455120,Pumping Simulator,https://store.steampowered.com/app/1455120,0.0,0.0,0.0,0.0,24.86,0.0,3.59,0.24,5.48,7.04,7.74,6.66,6.95,41.97,52.23,47.1,,,,,,,,,,
1455300,Glory of Rome,https://store.steampowered.com/app/1455300,0.0,0.0,0.0,0.0,12.53,4.35,1.69,1.34,3.5,3.24,13.58,18.63,7.36,41.97,56.7,49.34,,,,,,,,,,
1455450,To Hell With The Ugly,https://store.steampowered.com/app/1455450,0.0,0.0,0.0,0.0,28.2,7.31,4.25,0.32,0.0,8.42,3.88,1.1,6.68,41.97,49.26,45.61,,,,,,,,,,
1455630,THE GAME OF LIFE 2,https://store.steampowered.com/app/1455630,0.0,2.77,0.0,0.75,16.6,1.45,3.94,0.24,8.02,2.01,0.25,0.0,4.06,66.79,23.45,45.12,,,,,,,,,,
1457030,Casino Resort Tower,https://store.steampowered.com/app/1457030,0.0,0.0,0.0,0.0,15.45,0.7,2.64,0.0,3.63,5.35,13.44,9.78,6.37,41.97,45.86,43.91,,,,,,,,,,
1457320,Techtonica,https://store.steampowered.com/app/1457320,0.0,0.0,0.0,0.0,16.79,0.07,2.29,0.0,2.72,0.0,9.13,2.35,4.17,41.97,24.33,33.15,,,,,,,,,,
1458140,Pacific Drive,https://store.steampowered.com/app/1458140,0.0,2.77,0.0,0.75,23.88,5.87,2.67,2.56,4.7,5.21,6.3,2.97,6.77,66.79,50.25,58.52,,,,,,,,,,
1458690,Mango,https://store.steampowered.com/app/1458690,0.0,0.0,5.55,2.25,29.27,2.3,7.24,0.0,1.76,4.03,5.23,0.0,6.23,93.96,44.33,69.15,,,,,,,,,,
1460040,Love Fantasy,https://store.steampowered.com/app/1460040,0.0,0.0,0.0,0.0,14.82,2.25,2.72,1.5,0.29,4.68,2.1,11.98,5.04,41.97,32.04,37.01,,,,,,,,,,
